PAIS,ZPOBDENS,ZTMINFAN,ZESPVIDA,ZPOBURB,ZTMEDICO,ZPAGRICU,ZPSERVI,ZTLIBROP,ZTEJERCI,ZTPOBACT,ZTENERGI
africasu,-0.857191431856312,0.961483865348197,-1.54985483667655,-0.214888573915775,-0.733825156432789,-0.606355477973402,0.483668653783199,-0.575103974371118,-0.560429754494719,-0.782897044390166,0.1281384633225
argelia ,-1.01671708805676,1.21338386844147,-0.89488793394544,-0.765262322551282,-0.88765979423604,0.057659569991336,0.0583173904084,-0.969615606798538,-0.203366977889071,-2.13409402803089,-0.526135907402198
argentin,-0.991855946830718,-0.318579415676781,0.438862849797901,1.13811355814651,1.26602513500948,-0.759937189747559,0.784686470940749,-0.476367685294029,-0.483034423169397,-0.418908625981858,-0.37922197659967
australi,-1.07783406023745,-1.02030085286517,1.08192126338844,1.28029344321069,0.496851945993222,-1.05806639495622,1.40635370202699,1.05949898111653,-0.611703690493865,0.624466722080388,1.18993245041343
brasil  ,-0.949384830569559,0.611908350851416,-0.323280455198294,0.440973476541538,-0.310779902473848,0.044108242481851,0.110668315131452,-0.532079483600063,-0.714913900022569,-0.427264481379436,-0.725261567768607
canada  ,-1.07265465581536,-1.02801207744966,1.1295552199507,0.817062204775801,0.516081275718628,-1.10775459582433,1.62884513209996,1.57708363649688,-0.865860643182683,0.966009668267881,2.74978482165959
chile   ,-0.945241307031885,-0.467663090976879,0.474588317219597,1.06473039166178,-0.791513145609008,-0.606355477973402,1.13151134723097,-0.692526761107852,-0.210440010563492,-0.716866948717595,-0.63345233228518
china   ,-0.022271439014998,-0.292875333728488,0.272144001829983,-1.71924348685283,-0.801127810471712,1.90515722045105,-1.88521068993491,-0.946915380633617,-0.389658735300511,1.70447158267711,-0.794777866240905
coreasur,2.86162094320612,-0.472803907366537,0.129242132143196,-0.045190001419827,-0.666522502393867,0.391925648558619,-0.504455050364411,0.773564251923832,1.16013447071665,-0.174357276862013,-0.510519725947427
egipto  ,-0.667625230007726,1.48070632070371,-1.02588131449166,-0.604736645865926,-1.13764108066632,0.712640399616418,-0.45864799123174,-0.885907336097085,0.242481757587364,-1.49621357487707,-0.823271213525739
espana  ,-0.326820419034038,-1.01001922008586,1.07001277424787,0.68405521552222,0.977585189128382,-0.497944857897527,0.261177223710227,1.42826570814102,0.102369592208557,-0.543319562962236,-0.16396931816017
filipina,0.571288307756805,0.046418547988976,-0.54954174886904,-0.939547342952526,-1.10879708607821,0.988184058975935,-0.556805975087463,-0.933074334944112,-0.724085671931025,-0.435815672725945,-0.871964308257226
francia ,-0.052311984663134,-1.03829371022898,1.10573824166957,0.702401007143404,0.689145243247286,-0.958689993219998,0.935195379519523,0.932921025799809,-0.02807324513673,0.374488006107128,0.555881949744818
humgria ,0.094783100924293,-0.698999828511513,0.474588317219597,-0.201129230199887,1.46793309712625,-0.240469635217322,-0.582981437448989,1.79320159925469,0.090428402043225,0.989561687090072,0.340571181193894
india   ,1.07265465581536,1.63493081239347,-1.45458692355202,-1.58165004969395,-0.868430464510634,1.801263709545,-1.57764900718698,-0.955445736970185,-0.736283871698912,-0.191767204701519,-0.922436830682813
indonesi,-0.280205779235205,1.40359407485883,-1.54985483667655,-1.6366874245575,-1.14725574552903,1.23210795414666,-0.746578077208527,-0.967507780322506,-0.762792499915434,-0.333346712278536,-0.91277561514646
iran    ,-0.850976146549801,0.709583862254928,-0.585267216290736,-0.402932938032906,-1.0703384266274,0.2925492468224,-0.67459555571433,-0.764401020982967,-0.074401930517235,-1.35279974136052,-0.708650283898907
israel  ,0.035737890512439,-0.670725338368391,0.86756845885826,1.40871398455897,1.16987848638245,-1.0716177224657,1.35400277730394,0.99209788528972,4.42620175852186,-0.323372310627941,-0.195396569850432
italia  ,0.842689099474454,-0.927766157851319,1.07001277424787,0.395108997488579,1.55446508089057,-0.705731879709621,0.437861594650528,-0.323737371886963,-0.25507169037144,-0.011573348257653,0.098418155883872
japon   ,2.15204253737944,-1.10255391509971,1.24864011135636,0.839994444302281,0.025733367720765,-0.881899137332919,0.856668992434945,0.25235156211282,-0.742963457368102,0.947268249416797,0.316550986280176
libano  ,1.5615904332609,-0.061538596193854,-0.061293694105852,0.807889308965209,-0.272321243023035,-0.705731879709621,1.13151134723097,-0.164692945732116,0.342095644698824,-1.43851974710888,-0.658833074052379
marrueco,-0.635512922590752,1.33162264540361,-1.0139728253511,-0.760675874645986,-1.10879708607821,0.70812329044659,-0.766209673979672,6.73e-17,-0.111958981697966,-1.25205612596942,-0.877545967684017
mejico  ,-0.726670440419581,0.13895324300283,-0.073202183246417,0.390522549583283,-0.310779902473848,-0.186264325179384,0.837037395663801,-0.94225917373872,-0.789968881761909,-0.98929096646038,-0.400723785992949
nigeria ,-0.194227665828469,1.73774714018664,-2.14527929370482,-1.411951477198,-1.13764108066632,1.72898996282775,-1.36824530829477,-0.924011490804917,-0.698688556310265,-0.038974272239351,-0.945598401721204
pakistan,0.001553821326628,1.90482367285054,-1.96665195659634,-1.36608699814504,-0.954962448274963,1.11466311573112,-0.746578077208527,-0.96875478851843,-0.209151280885373,-1.20039046416514,-0.92516251727962
polonia ,0.081316649426853,-0.74783758421327,0.65321565432808,0.01443382134902,0.929511864814866,-0.010097067556086,-0.635332362172041,0.071573430722469,-0.036814983634007,1.36222493415781,0.754279982452671
rdaleman,0.504991931154021,-0.984315138137563,0.784209034874301,0.839994444302281,1.27563979987218,-0.877382028163091,-0.164174039664572,0.448441577882082,0.048558871309244,1.65256659020144,1.56719985904429
reinouni,1.2932972841965,-0.984315138137563,0.986653350263915,1.50961583847548,0.016118702858061,-1.23423365257952,1.21658159990593,1.75837556573354,-0.489199838692585,0.855279409950624,0.699600672205212
rfaleman,1.4611099874723,-0.968892688968587,0.915202415420523,1.21608317253654,0.939126529677569,-1.09872037748467,0.601458234410066,2.40236042526288,-0.107952289315111,0.460194994440817,1.05982476528653
rumania ,-0.128967170110104,-0.542204928626928,0.486496806360162,-0.448797417085865,0.487237281130519,-0.005579958386258,-0.962525641691117,0.05946495283059,0.026115294023912,1.08311492992013,0.591749179614429
turquia ,-0.508099573807276,1.06944100953103,-0.454273835744515,-0.646014677013589,-0.560761188904131,1.39020677509064,-1.17847320617371,-0.76872233617566,0.68707864507695,0.328787264017037,-0.740784297031044
urss    ,-0.974245971795603,-0.593613092523513,0.284052490970549,0.239169768708519,2.37171159422035,-0.439222438689761,0.012510331275729,-0.030927942343548,1.17613398154902,1.30446521570419,0.955620048469777
usa     ,-0.845796742127709,-0.971463097163416,0.97474486112335,0.725333246669884,0.689145243247286,-1.14840857835278,1.30819571817127,0.198061961105817,-0.423135762919361,0.886717063468414,2.65959005387677
vietnam ,0.589934163676339,0.658175698358343,-0.799620020820916,-1.76969441381108,-1.00303577258848,1.8328834737338,-1.7477895125369,-0.925211413350268,1.92835265953615,0.7222117915967,-0.950661009921008
africasu,-0.357191431856312,1.4614838653482,-1.04985483667655,0.285111426084225,-0.233825156432789,-0.106355477973402,0.983668653783199,-0.075103974371118,-0.060429754494719,-0.282897044390166,0.6281384633225
argelia ,-0.61671708805676,1.71338386844147,-0.39488793394544,-0.265262322551282,-0.38765979423604,0.557659569991336,0.5583173904084,-0.469615606798538,0.296633022110929,-1.63409402803089,-0.026135907402198
argentin,-0.491855946830718,0.181420584323219,0.938862849797901,1.63811355814651,1.76602513500948,-0.259937189747559,1.28468647094075,0.023632314705971,0.016965576830603,0.081091374018142,0.12077802340033
australi,-0.57783406023745,-0.52030085286517,1.58192126338844,1.78029344321069,0.996851945993222,-0.55806639495622,1.90635370202699,1.55949898111653,-0.111703690493865,1.12446672208039,1.68993245041343
brasil  ,-0.449384830569559,1.11190835085142,0.176719544801706,0.940973476541538,0.189220097526152,0.544108242481851,0.610668315131452,-0.032079483600063,-0.214913900022569,0.072735518620564,-0.225261567768607
canada  ,-0.57265465581536,-0.52801207744966,1.9795552199507,1.3170622047758,1.01608127571863,-0.60775459582433,2.47884513209996,2.07708363649688,-0.365860643182683,1.46600966826788,3.24978482165959
chile   ,-0.445241307031885,0.032336909023121,0.974588317219597,1.56473039166178,-0.291513145609008,-0.106355477973402,1.63151134723097,-0.192526761107852,0.289559989436508,-0.216866948717595,-0.13345233228518
china   ,0.477728560985002,0.207124666271512,0.772144001829983,-1.21924348685283,-0.301127810471712,2.85515722045105,-1.38521068993491,-0.446915380633617,0.110341264699489,2.20447158267711,-0.294777866240905
coreasur,3.86162094320612,0.027196092633463,0.629242132143196,0.454809998580173,-0.166522502393867,0.891925648558619,-0.004455050364411,1.27356425192383,1.66013447071665,0.325642723137987,-0.010519725947427
egipto  ,-0.167625230007726,1.98070632070371,-0.52588131449166,-0.104736645865926,-0.63764108066632,1.21264039961642,0.04135200876826,-0.385907336097085,0.742481757587364,-0.99621357487707,-0.323271213525739
espana  ,0.173179580965962,-0.51001922008586,1.57001277424787,1.18405521552222,1.47758518912838,0.002055142102473,0.761177223710227,1.97826570814102,0.602369592208557,-0.043319562962236,0.33603068183983
filipina,1.07128830775681,0.546418547988976,-0.04954174886904,-0.439547342952526,-0.60879708607821,1.48818405897594,-0.056805975087463,-0.433074334944112,-0.224085671931025,0.064184327274055,-0.371964308257226
francia ,0.447688015336866,-0.53829371022898,1.60573824166957,1.2024010071434,1.18914524324729,-0.458689993219998,1.43519537951952,1.43292102579981,0.47192675486327,0.874488006107128,1.05588194974482
humgria ,0.594783100924293,-0.198999828511513,0.974588317219597,0.298870769800113,1.96793309712625,0.259530364782678,-0.082981437448989,2.54320159925469,0.590428402043225,1.48956168709007,0.840571181193894
india   ,1.82265465581536,2.38493081239347,-0.95458692355202,-1.08165004969395,-0.368430464510634,2.751263709545,-1.07764900718698,-0.455445736970185,-0.236283871698912,0.308232795298481,-0.422436830682813
indonesi,0.219794220764795,1.90359407485883,-1.04985483667655,-1.1366874245575,-0.64725574552903,1.73210795414666,-0.246578077208527,-0.467507780322506,-0.262792499915434,0.166653287721464,-0.41277561514646
iran    ,-0.350976146549801,1.20958386225493,-0.085267216290736,0.097067061967094,-0.5703384266274,0.7925492468224,-0.17459555571433,-0.264401020982967,0.425598069482765,-0.85279974136052,-0.208650283898907
israel  ,0.535737890512439,-0.170725338368391,1.36756845885826,2.15871398455897,1.66987848638245,-0.5716177224657,1.85400277730394,1.49209788528972,5.67620175852186,0.176627689372059,0.304603430149568
italia  ,1.34268909947445,-0.427766157851319,1.57001277424787,0.895108997488579,2.05446508089057,-0.205731879709621,0.937861594650528,0.176262628113037,0.24492830962856,0.488426651742347,0.598418155883872
japon   ,3.15204253737944,-0.60255391509971,1.74864011135636,1.33999444430228,0.525733367720765,-0.381899137332919,1.35666899243495,0.75235156211282,-0.242963457368102,1.4472682494168,0.816550986280176
libano  ,2.5615904332609,0.438461403806146,0.438706305894148,1.30788930896521,0.227678756976965,-0.205731879709621,1.63151134723097,0.335307054267884,0.842095644698824,-0.93851974710888,-0.158833074052379
marrueco,-0.135512922590752,1.83162264540361,-0.5139728253511,-0.260675874645986,-0.60879708607821,1.20812329044659,-0.266209673979672,0.05,0.388041018302034,-0.75205612596942,-0.377545967684017
mejico  ,-0.226670440419581,0.63895324300283,0.426797816753583,0.890522549583283,0.189220097526152,0.313735674820616,1.3370373956638,-0.44225917373872,-0.289968881761909,-0.48929096646038,0.099276214007051
nigeria ,0.305772334171531,2.48774714018664,-1.64527929370482,-0.911951477198,-0.63764108066632,2.22898996282775,-0.86824530829477,-0.424011490804917,-0.198688556310265,0.461025727760649,-0.445598401721204
pakistan,0.501553821326628,2.65482367285054,-1.46665195659634,-0.86608699814504,-0.454962448274963,1.61466311573112,-0.246578077208527,-0.46875478851843,0.290848719114627,-0.70039046416514,-0.42516251727962
